,timestamp,open,close,high,low,volume,amount
2018-04-22,1524355200,604.783363,622.45743,645.0,590.61975,2099.4226216,1307551.08432608
2018-04-23,1524441600,619.971187,645.00002,654.95,615.754423,1329.7868771,849478.9011661899
2018-04-24,1524528000,645.000011,702.20661,712.0,645.000011,1926.3097890000001,1326596.9019066202
2018-04-25,1524614400,702.16152,615.95625,702.169999,589.0,4079.0379525,2582554.4556179103
2018-04-26,1524700800,615.95625,665.57349,696.77,596.68,2236.8935726,1413796.9977475
2018-04-27,1524787200,661.51432,641.28,685.87,641.06031,1390.0443614,924036.2828211901
2018-04-28,1524873600,641.32,687.424126,698.3,641.280001,1193.7898969,809891.3864553301
2018-04-29,1524960000,684.68163,692.42709,702.0,664.246385,1631.6283093,1117202.47175264
2018-04-30,1525046400,690.81061,671.57,696.1475,661.5,1207.7944291,825827.05367124
2018-05-01,1525132800,671.80593,671.3355,676.0,615.0,1439.8671914,940036.75690217
2018-05-02,1525219200,671.3355,690.0,694.999386,655.01,1318.9080869,897943.73317572
2018-05-03,1525305600,690.0,782.0,790.0,685.660937,2111.0888138,1565273.00836734
2018-05-04,1525392000,780.798089,784.1785,810.0,761.0,1707.5472923,1337576.73150608
2018-05-05,1525478400,784.80147,817.89593,833.0,784.1785,1190.0790325,970270.1704909899
2018-05-06,1525564800,818.0,797.999997,842.0,745.0,2018.4716766000001,1593965.06841185
2018-05-07,1525651200,795.605997,754.75746,800.0,703.01,2910.1777373,2162369.2883296497
2018-05-08,1525737600,753.7894,751.744797,777.0,718.066001,1433.0846146000001,1075228.81805702
2018-05-09,1525824000,746.963081,747.1,760.0,710.14,1435.5733416,1064832.4178083101
2018-05-10,1525910400,751.217955,723.36885,770.999998,720.0,1154.8352774,872498.1907899501
2018-05-11,1525996800,723.47406,676.939994,743.524751,662.055738,2785.0402169,1932229.2096593296
2018-05-12,1526083200,676.939994,682.0,690.989662,633.0,2602.4663737,1728500.38636321
2018-05-13,1526169600,682.0,726.86,740.0,667.700001,2028.9538014,1450589.0900352802
2018-05-14,1526256000,726.86,727.137809,740.0,685.300001,1852.5865526,1326767.89017065
2018-05-15,1526342400,726.49909,705.55329,739.999997,697.01,915.792805,660826.68910132
2018-05-16,1526428800,705.94405,705.11195,712.099473,675.918801,1173.0308835,812380.85780786
2018-05-17,1526515200,705.111566,670.01235,718.9,659.157213,1073.6287349,748690.7367881701
2018-05-18,1526601600,667.283363,694.140041,697.22837,657.000001,1003.759614,678767.9329754799
2018-05-19,1526688000,695.0,695.74573,716.0,681.009313,804.3134805,559519.35886604
2018-05-20,1526774400,697.22166,715.20674,725.239602,689.5,614.5728089000002,437112.24438726995
2018-05-21,1526860800,715.20674,697.90302,719.98,689.12,636.4421844000001,450070.17958402005
2018-05-22,1526947200,699.20061,642.92402,699.93936,638.625203,1166.5673204,787515.97179663
2018-05-23,1527033600,642.86,578.27,652.052879,563.5,2399.3412716,1451581.97844932
2018-05-24,1527120000,578.21198,601.921724,612.849997,548.2,2109.4638246000004,1226556.00125419
2018-05-25,1527206400,601.921724,584.41383,615.94944,570.0,1510.9780179,896224.28079594
2018-05-26,1527292800,584.207595,587.38743,605.626045,579.0,586.7232841,349769.0927388
2018-05-27,1527379200,585.99463,572.35743,590.192391,555.860016,958.2759437999998,551536.47147928
2018-05-28,1527465600,571.43058,511.72,575.959488,505.26344,1931.1384065999998,1030127.8614207199
2018-05-29,1527552000,510.00044,566.0,575.341837,510.0,1396.4288822,761118.56235596
2018-05-30,1527638400,566.081215,557.875,584.545134,540.210552,1212.3790479,680248.19703876
2018-05-31,1527724800,557.274753,578.299164,589.819378,551.656546,1014.0014876,581713.11279393
2018-06-01,1527811200,577.143,578.2,590.134,565.0,1294.4260262999999,749652.8090533
2018-06-02,1527897600,580.774,591.85134,604.069994,573.3,867.5149262,511631.20124876
2018-06-03,1527984000,591.66096,618.96396,629.999997,590.346003,1412.0929344,870218.88295206
2018-06-04,1528070400,618.96396,595.26,625.733999,580.0,1537.852504,920675.56699429
2018-06-05,1528156800,594.06948,608.8,615.81,575.000003,1468.6987025,870934.59766478
2018-06-06,1528243200,608.8,607.192246,614.73,592.280519,742.9957408,449644.68935431994
2018-06-07,1528329600,605.754,606.336959,617.400419,600.0,541.6461628,330193.80961318
2018-06-08,1528416000,606.177226,600.0,611.679873,591.48609,635.5941091,381786.15243270004
2018-06-09,1528502400,598.500499,594.744876,609.85,592.177072,529.6840706,319497.42015048
2018-06-10,1528588800,591.14,523.68553,591.14,501.5,1982.0234151999998,1082429.64969732
2018-06-11,1528675200,523.5,530.688902,535.43662,508.34,1472.5859988000002,772151.3118121501
2018-06-12,1528761600,530.82,493.62,540.0,481.97913,1627.7810207,837539.96630934
2018-06-13,1528848000,493.62,474.61918,503.68,450.0,1475.234763,698630.4744664901
2018-06-14,1528934400,474.052002,519.0,530.970895,460.93,2223.2175531,1102971.14059884
2018-06-15,1529020800,520.25,486.01103,520.978,482.990001,1172.4482027,587676.4435908501
2018-06-16,1529107200,487.58,497.56314,504.880999,483.41,586.3274734,290439.04783715995
2018-06-17,1529193600,496.10102,497.09218,506.3,492.440255,421.7899259,211344.56366065002
2018-06-18,1529280000,498.902,518.70534,524.117817,487.198396,1002.5745368999999,506631.31411350006
2018-06-19,1529366400,518.70534,537.25334,546.91897,513.868716,943.7580112999999,500358.87073288
2018-06-20,1529452800,536.30025,537.402167,541.725103,515.20253,1007.2542802,531083.50785182
2018-06-21,1529539200,537.61809,525.965831,544.56775,521.816722,929.7021349,496577.57907174993
2018-06-22,1529625600,525.0,462.5,529.555648,449.293956,2146.0414721,1031409.5736506301
2018-06-23,1529712000,462.814722,473.155936,480.562939,455.05,1040.921096,489120.11673403997
2018-06-24,1529798400,474.054,455.269598,479.0,421.261,2659.5034198000003,1189159.64535397
2018-06-25,1529884800,453.945169,459.360151,474.688693,444.205047,1689.3288727999998,775598.36107071
2018-06-26,1529971200,459.57558,431.03034,462.369936,430.0,1055.9166918,471417.08537755
