,timestamp,open,close,high,low,volume,amount
2017-10-04,1507075200,4307.0,4307.0,4307.0,4307.0,0.02935964,126.45196948
2017-10-05,1507161600,3500.0,3500.0,3500.0,3500.0,0.010367910000000001,36.287685
2017-10-06,1507248000,4860.0,4860.0,4860.0,4860.0,0.015,72.9
2017-10-07,1507334400,3850.0,4858.0,4858.0,3850.0,0.01356791,62.316453499999994
2017-10-09,1507507200,4500.0,4850.0,4850.0,3900.0,0.28043652,1292.9478782999997
2017-10-12,1507766400,4840.0,3900.0,4840.0,3900.0,0.24837654,1072.570263
2017-10-13,1507852800,5730.0,5730.0,5730.0,5730.0,0.01049609,60.1425957
2017-10-14,1507939200,5729.0,5729.0,5729.0,5729.0,0.01578751,90.44664479
2017-10-15,1508025600,5730.0,5730.0,5730.0,5730.0,0.0052463,30.061299
2017-10-17,1508198400,5730.0,5730.0,5730.0,5730.0,0.00138568,7.9399464
2017-10-18,1508284800,4954.61806451,3812.00423816,5533.74436318,3800.0,0.24678875,998.8892591900001
2017-10-19,1508371200,3812.00422456,5137.92726916,5693.2105144,3806.38167633,2.82469301,14700.84210814
2017-10-20,1508457600,5137.92726916,5698.29743879,5998.20783053,5137.92726916,3.4551717099999992,19656.68581202
2017-10-21,1508544000,5698.29743879,5985.00000004,6659.99999998,5691.99999971,0.6380322400000001,3826.88601303
2017-10-22,1508630400,5985.00000005,6500.0,6659.99999999,5691.99999972,1.8731526500000002,11395.23764489
2017-10-23,1508716800,6229.65000043,6149.99999999,6500.0,5691.99999971,2.8096444599999995,16958.34064193
2017-10-24,1508803200,6149.99999999,5731.99999998,6149.99999999,5269.276017,5.3596249,29775.583234849997
2017-10-25,1508889600,5280.0,5779.99999999,5779.99999999,5170.9931872,6.820631570000001,37138.81821885
2017-10-26,1508976000,5779.99999999,6010.0,6029.99999999,5450.0,5.14549965,29886.055629759998
2017-10-27,1509062400,5768.0,5699.999999,5999.0,5286.00001,8.92519132,52060.72068006999
2017-10-28,1509148800,5774.22,5701.0,5999.0,5420.000001,11.813342249999998,67922.20756596001
2017-10-29,1509235200,5701.0,6016.016017,6149.999999,5451.000001,11.27974578,66268.49742546999
2017-10-30,1509321600,6016.016017,6246.989999,6474.999999,5799.0,13.21171606,80761.88838289
2017-10-31,1509408000,6132.0,6310.200001,6474.999999,6001.0,18.527828630000002,116784.09459994
2017-11-01,1509494400,6467.999999,6874.8,6874.8,6310.10002,10.55554485,69089.15028025
2017-11-02,1509580800,6873.999999,6988.0,7300.0,6425.0,11.73233803,81670.1023842
2017-11-03,1509667200,6988.0,7284.0,7398.0,6851.0,7.11846579,51270.31966144
2017-11-04,1509753600,7000.01,7390.0,7600.0,7000.01,4.44185598,32067.78417731
2017-11-05,1509840000,7305.0,7305.000002,7700.0,7006.000001,9.89491468,73461.60706621
2017-11-06,1509926400,7307.000001,7000.0,7599.9,6902.0,18.90451825,136702.79430762999
2017-11-07,1510012800,7000.0,7150.0,7400.0,6902.000001,8.7223375,60981.67039959999
2017-11-08,1510099200,7140.0,7062.000001,7775.0,6850.0,12.356074629999998,89303.59543471
2017-11-09,1510185600,7100.0,7115.0,7450.0,7100.0,12.56308722,90059.87187979001
2017-11-10,1510272000,7115.0,6290.000001,7286.5,6188.000001,12.637447569999999,84610.50756564
2017-11-11,1510358400,6290.000001,6236.100001,6799.0,6227.0,28.10752851,179276.48053389997
2017-11-12,1510444800,6236.100001,5600.0,6850.0,5005.0,14.84584356,87991.45296062
2017-11-13,1510531200,5750.000001,6050.000085,6870.0,5750.000001,14.923139469999999,91813.03197876
2017-11-14,1510617600,6700.0,6271.000001,6797.0,6050.000081,19.559120110000002,123602.81371064
2017-11-15,1510704000,6271.0,6999.999999,7300.0,6270.000003,27.06236843,186010.25219000998
2017-11-16,1510790400,6999.999999,7655.000001,8599.0,6549.000001,28.79365284,209455.51455281
2017-11-17,1510876800,7700.0,7700.000001,8100.0,7501.000115,20.50247727,157439.28395641
2017-11-18,1510963200,7505.000004,7661.0,7800.0,7505.000004,6.46360155,49624.516897940004
2017-11-19,1511049600,7661.000001,7660.100007,8100.0,7560.000001,2.5789484700000003,20008.7731605
2017-11-20,1511136000,8000.0,8300.0,8300.0,7670.000001,2.40135578,19659.56452033
2017-11-21,1511222400,8150.0,8183.765004,8500.0,7800.000001,15.349389799999999,125628.1785072
2017-11-22,1511308800,8183.765004,8287.499995,8497.999999,8121.000009,9.82938599,81251.90748241
2017-11-23,1511395200,8287.5,8090.49995,8385.749998,8000.000001,14.256978409999999,117446.15189965
2017-11-24,1511481600,8090.499948,8271.0,8450.0,7835.388408,13.68324442,111593.40475566
